,user_id,proba,score
0,149579675976397,0.10471230158730158,2
1,209311476200613,0.09407069601998502,2
2,428375728757009,0.08117444136564192,2
3,299327950751394,0.07751566979016661,2
4,509615869824172,0.0454546588235824,1
5,300221093764427,0.04267873490461588,1
6,337451783067754,0.09746580688138985,2
7,974317856682946,0.06365326635760868,1
8,298995663885558,0.08191138475170118,2
9,288613693411871,0.11069792407716429,2
10,102698007271994,0.11277481299654943,2
11,198028597080292,0.0405984517738647,1
12,105949420506334,0.013875081024145195,1
13,724091875444307,0.013140668767507004,1
14,213043319659719,0.040794078692491784,1
15,139542096184589,0.10762936577689947,2
16,298326962145217,0.0600590942492306,1
17,890304759974571,0.0827772157256651,2
18,228375433603097,0.06664944967722226,2
19,105865441433683,0.03447393135437246,1
20,271600703686886,0.0582633031540176,1
21,330873009995389,0.03047959822770889,1
22,132987646075868,0.09048466560487099,2
23,324322672896445,0.0928308335341926,2
24,319127655676320,0.11236384579547815,2
25,126670212566127,0.17317816091954022,3
26,212387479054728,0.13559279528177706,3
27,142308634511578,0.057478653739259776,1
28,273250772298272,0.160425470263664,3
29,940940989269712,0.03820579042334731,1
30,328757047912718,0.05971964833731947,1
31,251618001999752,0.07080326396330819,2
32,569281560809254,0.047522007512883546,1
33,211231979923694,0.07041821814196512,2
34,116318404063013,0.028279704271410133,1
35,332392718277262,0.14565024485621078,3
36,102580251877353,0.06425692620207542,1
37,173936122893282,0.11104026640975302,2
38,151690700307581,0.08729115607485513,2
39,337370919021585,0.0325,1
40,223294172328577,0.024550287586744268,1
41,324846350771855,0.07383929090471765,2
42,136864632496909,0.09439743675059727,2
43,498083056229525,0.04453410570506946,1
44,953344159241061,0.06251431714668967,1
45,327816747546037,0.06055480458354532,1
46,164286249285173,0.07329700635002762,2
47,207727032807187,0.05542967384913811,1
48,147207662402631,0.07911174453650832,2
49,977372070415981,0.10283984124807224,2
50,740209493625059,0.04341067635174837,1
51,175783305516725,0.010116649819097505,1
52,134245321011678,0.07406235825668257,2
53,183564467055245,0.03162979980900278,1
54,705431783327024,0.025879968574062284,1
55,132497255589396,0.03641417698477416,1
56,149433504590233,0.0766923639847694,2
57,143136900146114,0.09398682919616468,2
58,298956792348902,0.12502924078947844,2
59,816686996995067,0.017698928974454683,1
60,205650803465625,0.057110565182688845,1
61,192434111620597,0.0158096678231503,1
62,263371965176792,0.03837977077883495,1
63,305600527992060,0.015988434580046573,1
64,267152467356215,0.06792500658026364,2
65,521384738360312,0.025752948911228958,1
66,247464336349771,0.07205476073773727,2
67,309941760500570,0.037801366328999705,1
68,223196495690144,0.12258976774607014,2
69,260196213081458,0.035776381746537356,1
70,148544701220661,0.050736903533117765,1
71,312852784470071,0.08333227764249516,2
72,202710460246891,0.02889725768895281,1
73,296271421957850,0.034493065010897196,1
74,271767321637159,0.03136847673852149,1
75,344506109540804,0.04082184615608352,1
76,265305206470705,0.030012284272302223,1
77,311950200746195,0.025994915642875472,1
78,185946052496249,0.07383926845266414,2
79,234628136022693,0.02287712142836745,1
80,128018190628616,0.04272605503136764,1
81,246664126434610,0.07669676913567869,2
82,673569802558343,0.05076170370210406,1
83,745320651198834,0.08066238685556866,2
84,332205493510718,0.018164689248485112,1
85,189754386708573,0.061044609466394506,1
86,308202668183546,0.056296215719143304,1
87,159208405879489,0.07404334429095041,2
88,267749316643473,0.1477625887170942,3
89,165986603926392,0.030802137611444416,1
90,307687101367189,0.07157851239669422,2
91,177161705939102,0.026353136073000737,1
92,687543029148176,0.14254346863610698,3
93,185568837502989,0.11156837002576513,2
94,137143627420675,0.14481946526736633,3
95,226621680954610,0.05952713311277523,1
96,189667710044763,0.05535379095305313,1
97,191106590504205,0.08843194968672922,2
98,195234525008312,0.06879841356470859,2
99,368631077805338,0.12125826989203871,2
100,296238491830101,0.02268324280931885,1
101,260348161289212,0.1218075560463347,2
102,106228146564219,0.04260283504315209,1
103,252000924347101,0.1230741543684306,2
104,221739610551249,0.13984006734006732,3
105,277951995389777,0.07937940261437879,2
106,216002850634854,0.050885806461082615,1
107,319626159192215,0.08259030225280377,2
108,301560867970007,0.09353559438392678,2
109,201177025564768,0.06726182528869246,2
110,655482803818898,0.055749814705397735,1
111,105720867217190,0.06501982535330186,2
112,101757026568609,0.07284903884647119,2
113,142030211386096,0.18894074027438137,3
114,868031552743595,0.029054595979786678,1
115,318202944048340,0.06262641016298277,1
116,386620415435112,0.034425192245555056,1
117,314357678215882,0.0585543365193203,1
118,295067110627942,0.013838506737307339,1
119,255787802158419,0.044644423384868466,1
120,187257106865658,0.1288450458131418,3
121,198750817177764,0.08410226544875943,2
122,206135538382292,0.0648724378678073,1
123,250150606409211,0.02872076023391813,1
124,311758423819719,0.16483660130718952,3
125,709457506403357,0.06843861370884449,2
126,131025731022914,0.04802230164089915,1
127,336815421418782,0.03356820716971622,1
128,284347185175352,0.05800288178319457,1
129,654350701291387,0.052545639718391574,1
130,326163513411753,0.08789315177220086,2
131,119065501090271,0.03897321905366243,1
132,129487386188806,0.11041962298618095,2
133,250552294844711,0.014071181786433622,1
134,128828725122426,0.06809303678298001,2
135,104666790699784,0.02691273071409141,1
136,162133734568952,0.04774862521834768,1
137,271605234081870,0.030651979547719147,1
138,283837641317580,0.17778600135963665,3
139,313446032155711,0.08584461883927125,2
140,346911199489454,0.0570121855225775,1
141,291457127087111,0.0603921568627451,1
142,211037703819426,0.011876930678498467,1
143,122692632864800,0.2002796123488702,4
144,181751592273876,0.1014584741374881,2
145,255639341079197,0.04322197487089408,1
146,146291026605964,0.09381263052484057,2
147,220823504969569,0.022050193566668756,1
148,115524139937523,0.09617813238605301,2
149,905405593807811,0.015464203819045962,1
150,323133616395208,0.023861109649086738,1
151,113387296664181,0.05053117167919799,1
152,317066256682843,0.045688935255090615,1
153,168084180558009,0.2147081009474724,4
154,305414017100291,0.09332040953502309,2
155,188868863172943,0.03180608989582344,1
156,213962474913426,0.09111368692659624,2
157,883376140714285,0.04003994454940298,1
158,202838591459497,0.10303201092757329,2
159,835009191215714,0.030746424331226905,1
160,251544921114564,0.04421713292587337,1
161,813328562890481,0.09088260639716234,2
162,160972823868529,0.050596950051086845,1
163,232142870765473,0.07945508999639843,2
164,164177259057070,0.040997521619115636,1
165,262103169821786,0.03627764748120955,1
166,924262822457038,0.07676524953732086,2
167,861850198044034,0.07414824767406239,2
168,664306539220605,0.03194549171340262,1
169,125601769906632,0.1036704978247452,2
170,324502521331410,0.10216257415000314,2
171,167215438643867,0.02480669204618178,1
172,337031475618339,0.1379705310230008,3
173,339851134571645,0.08076928287964201,2
174,158038309259810,0.03382683437993097,1
175,727585732052938,0.028026713938263476,1
176,205427603307783,0.03018070417858329,1
177,288243594028019,0.0341918163484219,1
178,316921911884490,0.050141733425106444,1
179,207184749210668,0.08607525945009563,2
180,111059543661594,0.04181653008801168,1
181,176069368729859,0.07224338516203116,2
182,152115100636633,0.01141600825112654,1
183,110669264173016,0.030516610077018065,1
184,126575206597882,0.05762069198862408,1
185,336775601505055,0.07675476392443552,2
186,194361354254695,0.0638282342221833,1
187,284820894415338,0.03825536382726574,1
188,220677123291686,0.06686131442152504,2
189,338533113276564,0.046258341158298674,1
190,780471556967887,0.0685893975284473,2
191,171985515021277,0.05375358712720274,1
192,324919222980464,0.09945998650157069,2
193,327006319222469,0.062129668356889295,1
194,248204360702921,0.1375819034403132,3
195,315932286584539,0.0346203688178784,1
196,184454974357593,0.18616053780559688,3
197,328604462627669,0.08840017324180749,2
198,336618459141195,0.053445171693699466,1
199,104486023247549,0.06294653860457929,1
200,201161401491895,0.050103735334713594,1
201,108788881390335,0.08627223385498063,2
202,337964708070539,0.008405626484790483,1
203,253370865949955,0.03669562217172787,1
204,319719825280124,0.04300688256659197,1
205,250149550814638,0.04801578970534736,1
206,335919057557792,0.03807731905074892,1
207,190091705044758,0.0970631197937701,2
208,533694845301396,0.059271820116308216,1
209,253093505250189,0.01868473948311861,1
210,245139652661913,0.06152212051831335,1
211,511875506948150,0.09985774906379988,2
212,285339009267135,0.17632696801085618,3
